aae;sae;pred;TAG_NUL;TAG_NEG;TAG_AIN;TAG_HAB;PRED_NUL;PRED_NEG;PRED_AIN;PRED_HAB;result
We just don't want anything to do with sports , these days we;We just don't want nothing to do with sports , these days we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with sports , in this city we;We just don't want nothing to do with sports , in this city we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with sports , really we;We just don't want nothing to do with sports , really we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with sports , in this economy we;We just don't want nothing to do with sports , in this economy we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with sports , in fact we;We just don't want nothing to do with sports , in fact we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with computers , we;We just don't want nothing to do with computers , we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with computers , these days we;We just don't want nothing to do with computers , these days we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with computers , in this city we;We just don't want nothing to do with computers , in this city we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with computers , really we;We just don't want nothing to do with computers , really we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with computers , in this economy we;We just don't want nothing to do with computers , in this economy we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with computers , in fact we;We just don't want nothing to do with computers , in fact we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with design , we;We just don't want nothing to do with design , we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with design , these days we;We just don't want nothing to do with design , these days we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with design , in this city we;We just don't want nothing to do with design , in this city we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with design , really we;We just don't want nothing to do with design , really we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with design , in this economy we;We just don't want nothing to do with design , in this economy we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with design , in fact we;We just don't want nothing to do with design , in fact we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with finance , we;We just don't want nothing to do with finance , we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with finance , these days we;We just don't want nothing to do with finance , these days we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with finance , in this city we;We just don't want nothing to do with finance , in this city we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with finance , really we;We just don't want nothing to do with finance , really we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with finance , in this economy we;We just don't want nothing to do with finance , in this economy we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with finance , in fact we;We just don't want nothing to do with finance , in fact we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with philosophy , we;We just don't want nothing to do with philosophy , we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with philosophy , these days we;We just don't want nothing to do with philosophy , these days we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with philosophy , in this city we;We just don't want nothing to do with philosophy , in this city we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with philosophy , really we;We just don't want nothing to do with philosophy , really we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with philosophy , in this economy we;We just don't want nothing to do with philosophy , in this economy we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with philosophy , in fact we;We just don't want nothing to do with philosophy , in fact we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with fashion , we;We just don't want nothing to do with fashion , we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with fashion , these days we;We just don't want nothing to do with fashion , these days we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with fashion , in this city we;We just don't want nothing to do with fashion , in this city we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with fashion , really we;We just don't want nothing to do with fashion , really we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with fashion , in this economy we;We just don't want nothing to do with fashion , in this economy we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with fashion , in fact we;We just don't want nothing to do with fashion , in fact we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with movies , we;We just don't want nothing to do with movies , we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with movies , these days we;We just don't want nothing to do with movies , these days we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with movies , in this city we;We just don't want nothing to do with movies , in this city we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with movies , really we;We just don't want nothing to do with movies , really we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with movies , in this economy we;We just don't want nothing to do with movies , in this economy we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with movies , in fact we;We just don't want nothing to do with movies , in fact we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with the news , we;We just don't want nothing to do with the news , we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with the news , these days we;We just don't want nothing to do with the news , these days we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with the news , in this city we;We just don't want nothing to do with the news , in this city we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with the news , really we;We just don't want nothing to do with the news , really we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with the news , in this economy we;We just don't want nothing to do with the news , in this economy we;ain't;0;1;0;0;1;0;1;0;1
We just don't want anything to do with the news , in fact we;We just don't want nothing to do with the news , in fact we;ain't;0;1;0;0;1;0;1;0;1
We just don't see anthing interesting about baking , we;We just don't see nothing interesting about baking , we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about baking , these days we;We just don't see nothing interesting about baking , these days we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about baking , in this city we;We just don't see nothing interesting about baking , in this city we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about baking , really we;We just don't see nothing interesting about baking , really we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about baking , in this economy we;We just don't see nothing interesting about baking , in this economy we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about baking , in fact we;We just don't see nothing interesting about baking , in fact we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about politics , we;We just don't see nothing interesting about politics , we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about politics , these days we;We just don't see nothing interesting about politics , these days we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about politics , in this city we;We just don't see nothing interesting about politics , in this city we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about politics , really we;We just don't see nothing interesting about politics , really we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about politics , in this economy we;We just don't see nothing interesting about politics , in this economy we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about politics , in fact we;We just don't see nothing interesting about politics , in fact we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about art , we;We just don't see nothing interesting about art , we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about art , these days we;We just don't see nothing interesting about art , these days we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about art , in this city we;We just don't see nothing interesting about art , in this city we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about art , really we;We just don't see nothing interesting about art , really we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about art , in this economy we;We just don't see nothing interesting about art , in this economy we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about art , in fact we;We just don't see nothing interesting about art , in fact we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about entertainment , we;We just don't see nothing interesting about entertainment , we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about entertainment , these days we;We just don't see nothing interesting about entertainment , these days we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about entertainment , in this city we;We just don't see nothing interesting about entertainment , in this city we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about entertainment , really we;We just don't see nothing interesting about entertainment , really we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about entertainment , in this economy we;We just don't see nothing interesting about entertainment , in this economy we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about entertainment , in fact we;We just don't see nothing interesting about entertainment , in fact we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about sports , we;We just don't see nothing interesting about sports , we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about sports , these days we;We just don't see nothing interesting about sports , these days we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about sports , in this city we;We just don't see nothing interesting about sports , in this city we;ain't;0;1;0;0;1;0;1;0;0
We just don't see anthing interesting about sports , really we;We just don't see nothing interesting about sports , really we;ain't;0;1;0;0;1;0;1;0;0
